Title,Day,Tags,Description,Speakers,PDF URL,Video URL
Klaytn 플랫폼 및 SDK 소개,day2 (8/30),"Klaytn, 블록체인, SDK, 1초, 고성능","본 발표는 Ground X가 주도하여 개발한 Public Blockchain 플랫폼인 Klaytn의 아키텍처와 SDK에 대해 소개합니다. Klaytn은 엔터프라이즈와 서비스를 지향하는 블록체인 플랫폼으로 1초의 블록 생성 및 확정 시간과 4000 TPS의 성능을 달성한 고성능의 블록체인 플랫폼입니다. 본 발표에서는 Klaytn의 네트워크 구조와 블록 생성 및 검증을 담당하는 Governance Council, 그리고 플랫폼의 전반적인 아키텍처에 대해서 설명합니다. 그리고 Klaytn에서 블록체인 애플리케이션을 개발할 때 사용할 수 있는 SDK인 caver-js와 caver-java에 대해서도 소개합니다. 마지막으로 Klaytn을 개발하고 메인넷 Cypress를 런칭하기까지의 개발 후기에 대해서도 공유할 예정입니다.",서상민(sam.gx) <그라운드X>,https://mk.kakaocdn.net/dn/if-kakao/conf2019/%EB%B0%9C%ED%91%9C%EC%9E%90%EB%A3%8C_2019/T06-S02.pdf,https://mk.kakaocdn.net/dn/if-kakao/conf2019/conf_video_2019/2_101_02_m1.mp4
밑바닥부터 시작하는 쇼핑 데이터 엔지니어링 고군 분투기,day2 (8/30),"ElasticSearch, 실시간처리, Spark, Kafka, 데이터파이프라인","Scale-Up 한계에 부딪힌 DB를 Elasticsearch로 전환하면서 고민했던 기술 노하우를 공유합니다. DB 데이터 변경 이벤트를 잡아내는 기본 원리를 소개하고, 변경된 이벤트로 검색 서비스를 만들기 위해 구성했던 데이터 파이프라인(실시간과 배치처리)에 대해서 이야기합니다. 데이터 정합성을 위한 아키텍쳐, 개발 테스트 환경 및 운영 전략과 간단한 팁에 대해서도 이야기합니다.",전수현(tasha.j) <카카오커머스>,https://mk.kakaocdn.net/dn/if-kakao/conf2019/%EB%B0%9C%ED%91%9C%EC%9E%90%EB%A3%8C_2019/T07-S02-Tasha.pdf,https://mk.kakaocdn.net/dn/if-kakao/conf2019/conf_video_2019/2_102_02_m1.mp4
Buffalo: Open Source Project for Recommender System,day2 (8/30),"추천시스템, recsys, AI, 머신러닝, ML, 오픈소스, c++, 파이썬",카카오 추천시스템에 활용중인 Matrix Factorization 알고리즘을 엮은 버팔로 오픈소스를 소개한다. 널리 알려진 알고리즘을 카카오 데이터와 환경에 맞게 개선하고 변경한 내용을 설명하고 기존에 공개된 유사한 목적의 오픈 소스 프로젝트와의 밴치마킹 결과 비교를 통해 장점과 단점을 알아보고자 한다.,김광섭(lucas.kim) <카카오>,https://mk.kakaocdn.net/dn/if-kakao/conf2019/%EB%B0%9C%ED%91%9C%EC%9E%90%EB%A3%8C_2019/T08-S02-Buffalo.pdf,https://mk.kakaocdn.net/dn/if-kakao/conf2019/conf_video_2019/2_103_02_m1.mp4
Under the hood: Bot engine,day2 (8/30),"챗봇, AI, 오픈빌더","봇엔진

- 기본 동작
- Multi turn ( Slotfilling과 context)
- 대화 공간 처리 (space 개념)
- 모호한 의도 처리 
- MultiSurface 지원
- bot layer를 이용한 확장",황지수(mario.h) <카카오>,https://mk.kakaocdn.net/dn/if-kakao/conf2019/%EB%B0%9C%ED%91%9C%EC%9E%90%EB%A3%8C_2019/T09-S02-Mario.pdf,https://mk.kakaocdn.net/dn/if-kakao/conf2019/conf_video_2019/2_104_02_m1.mp4
README.ocr: 딥러닝 기반 문자인식 프로젝트,day2 (8/30),"AI, 딥러닝, DL, OCR, 문자인식","문자인식(OCR)이란, 이미지로부터 텍스트 정보를 읽어내는 기술을 말합니다. OCR은 요즘처럼 머신러닝 기술이 발전하기 이전부터 수많은 연구가 이루어지고있는 분야이지만, 아직까지 스캔된 문서가 아닌 일반적인 형태의 이미지에 대해서는 만족스러운 성능이 나오지 않고 있는데요, 이 발표에서는 잘 동작하는 OCR 모델이 극복해야할 여러 문제들과, 딥러닝 기반 OCR 모델의 대략적인 동작 원리를 소개할 예정입니다. 초반부에는 OCR모델의 학습을 위해 합성 이미지 데이터를 생성하는 방법을 다루며, 이후에는 CNN, RNN, CTC와 attention 메커니즘 등 딥러닝 기반의 OCR모델을 만드는 데 필요한 구성요소들을 소개합니다. 마지막으로는 실제 동작하고 있는 OCR모델에서 각각의 모듈이 어떤 역할을 하는지까지 이해하도록 하는 것을 목표로 하고 있습니다.",박선규(louis.park) <카카오>,https://mk.kakaocdn.net/dn/if-kakao/conf2019/%EB%B0%9C%ED%91%9C%EC%9E%90%EB%A3%8C_2019/T10-S02.pdf,https://mk.kakaocdn.net/dn/if-kakao/conf2019/conf_video_2019/2_105_02_m1.mp4
클레이튼을 이용한 블록체인 서비스/DX 개발기,day2 (8/30),"Klaytn, Klaytnscope, 블록체인, 4000TPS",블록체인 서비스와 블록체인 개발툴에 대한 개발기에 대해서 이야기합니다. 클레이튼을 이용한 암호화폐 기반 커뮤니티인 BLASQ를 개발하면서 글 데이터를 블록체인에 올리기 위해 고려한 설계와 유저가 아닌 서비스 제공자가 트랜잭션 수수료를 낼 수 있도록 만든 대납 구조를 설명하고 클레이튼의 핵심 기능인 ‘대납 트랜잭션’에 대해 설명합니다. 그리고 클레이튼 블록체인 익스플로러인 Klaytnscope의 아키텍처와 4000TPS의 부하에서도 실시간성을 최대한 보장하기 위한 노력과 경험을 공유합니다.,임석의(liam.gx) <그라운드X>,https://mk.kakaocdn.net/dn/if-kakao/conf2019/%EB%B0%9C%ED%91%9C%EC%9E%90%EB%A3%8C_2019/T06-S03.pdf,https://mk.kakaocdn.net/dn/if-kakao/conf2019/conf_video_2019/2_101_03_m1.mp4
카카오에서는 어떻게 OpenJDK를 활용하고있을까?,day2 (8/30),"OpenJDK, JDK, 자바, 안정성, 버전관리","2019년 4월 19일 이후로 OracleJDK에 대한 라이센스가 BCL(Oracle Binary Code License)에서 subscription license로 변경되면서 OpenJDK에 대한 관심이 증가하고 있습니다. Oracle의 JDK 라이센스 정책 변경에 따라 기존에 사용하고 있는 OracleJDK는 어떤 영향을 받는지, 그리고 OpenJDK로 전환하여 사용할 경우 고려해야할 점들은 어떤 것들이 있는지를 알아보고, 카카오에서는 OpenJDK의 안정성을 보장하는 테스트 시스템 구축과 전사 모든 Java를 사용하고 있는 모든 서버의 JDK 버전을 어떻게 관리하고 있는지에 대한 경험을 공유합니다.","송근욱(felix.sh) <카카오>, 전병희(kyle.jun) <카카오>",https://mk.kakaocdn.net/dn/if-kakao/conf2019/%EB%B0%9C%ED%91%9C%EC%9E%90%EB%A3%8C_2019/T07-S03-Kyle-Felix.pdf,https://mk.kakaocdn.net/dn/if-kakao/conf2019/conf_video_2019/2_102_03_m1.mp4
카카오와 다음의 컨텐츠들은 어떻게 분류되고 있을까?,day2 (8/30),AI,"카카오톡과 다음에서 제공하는 컨텐츠 포탈 서비스가 최근에 노력하는 부분 중에 하나는
수많은 컨텐츠들을 적절한 카테고리로 분류해주는 머신러닝 기술입니다.
정확한 분류성능을 가진 머신러닝 모델은 만들어내는 일은 생각 만큼 용이하지 않습니다.
알고리즘을 잘 사용해서 수치상으로 좋은 모델을 만들어냈다고 해도 실제 좋은 성능을 보여주리라는 보장이 없습니다.
그러기에 학습셋을 잘 관리하고, 다양한 모델들을 만들어내고 실제 컨텐츠에 적용하여 얻은 피드백을 활용해 더 나은 모델을 만들어가는 것이 매우 중요한 일입니다.
본 발표에서는 다음과 카카오톡의 여러 사례들을 기반으로, 모델이 만들어진 이후 피드백을 통해 더 나은 학습셋을 구축하여 모델성능을 높이는 과정을 보여주려고 합니다.",김홍우(brad.kim) <카카오>,https://mk.kakaocdn.net/dn/if-kakao/conf2019/%EB%B0%9C%ED%91%9C%EC%9E%90%EB%A3%8C_2019/T08-S03.pdf,https://mk.kakaocdn.net/dn/if-kakao/conf2019/conf_video_2019/2_103_03_m1.mp4
기계 독해 및 웹검색에 기반한 한국어 오픈 도메인 질의 응답 시스템,day2 (8/30),"AI, MRC, QA, 실서비스, 속도","기계 독해는 질문과, 질문에 대한 답이 포함된 문서가 주어졌을 때, 문서에서 질문에 대한 답을 찾아내는 문제이다. 본 세션에서는 기계 독해와 웹 검색을 결합한 한국어 오픈 도메인 질의 응답 시스템에 대하여 공유한다. 특히, 실시간으로 수많은 문서들을 분석하여 답을 찾아내기 위한 기계 독해 알고리즘의 최적화 노하우와, 실제 웹 검색 결과들로부터 기계 독해 알고리즘을 이용하여 답을 찾고자 할 때 발생하는 실제적인 문제점들 및 해결 방안들에 대하여 공유한다. 본 세션에서 공유되는 한국어 오픈 도메인 질의 응답 시스템은 카카오 미니 인공지능 스피커의 일부 기능으로 적용되어 실서비스되고 있다.",최동현(heuristic.085) <카카오>,https://mk.kakaocdn.net/dn/if-kakao/conf2019/%EB%B0%9C%ED%91%9C%EC%9E%90%EB%A3%8C_2019/T09-S03-Heuristic.pdf,https://mk.kakaocdn.net/dn/if-kakao/conf2019/conf_video_2019/2_104_03_m1.mp4
TensorRT를 이용한 카카오 OCR 모델 Inference 성능 최적화,day2 (8/30),"TensorFlow, TensorRT, AI","딥러닝 모델 서비스에서는 모델의 정확도 뿐만 아니라, 모델의 Inference 성능 또한 중요한 고려 요소가 됩니다. 이 세션에서는 TensorRT를 활용해 카카오 OCR 모델의 Inference 성능을 최적화한 사례를 소개합니다.
TensorFlow로 학습한 모델을 TensorRT로 Inference 하는 과정을 설명드리고, Inference 성능 비교 결과를 통해 모델의 학습 및 최적화 과정에서 고려할 사항들에 대해서도 말씀드리고자 합니다.
",이현수(dice.lee) <카카오>,https://mk.kakaocdn.net/dn/if-kakao/conf2019/발표자료_2019/T10-S03.pdf,https://mk.kakaocdn.net/dn/if-kakao/conf2019/conf_video_2019/2_105_03_m1.mp4
Klaytn 성능 향상 대장정 - 1000만 account 극복기,day2 (8/30),"블록체인, Klaytn, 최적화, 노하우","블록체인은 네트워크 상에서 상태가 합의를 이루고 복제되어야하는 제한 조건 때문에 전통적인 데이터베이스에 비해 떨어지는 성능을 보인다. 또한 클레이튼에서는 각 어카운트의 정보를 저장하기 위해 Merkle Partricia Trie를 사용하는데, Merkle Partricia Trie의 성능은 전체 어카운트 개수가 늘어날수록 떨어진다. 1000만개 이상의 어카운트가 존재할 때에도 성능 저하를 최소화 하기 위해 1) 일반적인 성능 향상과 더불어 2) 어카운트 개수 증가에 의한 성능 저하를 최소화하는 작업을 동시에 진행하였다. 본 세션에서는 블록체인의 성능 병목 구간에 대한 설명과 더불어 1) Consensus Layer, 2) In-memory Layer, 3) Persistent Layer 의 각 레이어 별로 적용한 최적화 기법들, 그리고 그 사이에 마주친 문제들에 대해 공유하는 시간을 갖는다.",우준희(melvin.gx) <그라운드X>,https://mk.kakaocdn.net/dn/if-kakao/conf2019/%EB%B0%9C%ED%91%9C%EC%9E%90%EB%A3%8C_2019/T06-S04.pdf,https://mk.kakaocdn.net/dn/if-kakao/conf2019/conf_video_2019/2_101_04_m1.mp4
App initialization with priority queue,day2 (8/30),"iOS, mobile","iOS App Delegate 기반의 로직으로 서비스의 초기화 과정을 진행하다 보면 코드의 파편화가 이루어지는 경우가 많습니다. 그리고 초기화 도중 여러 복잡한 Action 간의 충돌가능성을 회피하기 위한 로직도 필요합니다. login, push, url 접근등, 다양한 상황별 예외처리를 Kakao T 에서는 Priority Queue 를 이용하여 어떻게 효율적으로 운용하고 있는지를 소개합니다.",이상규(sheldon.fine) <카카오모빌리티>,https://mk.kakaocdn.net/dn/if-kakao/conf2019/%EB%B0%9C%ED%91%9C%EC%9E%90%EB%A3%8C_2019/T07-S04-Sheldon.pdf,https://mk.kakaocdn.net/dn/if-kakao/conf2019/conf_video_2019/2_102_04_m1.mp4
상품 카탈로그 자동 생성 ML 모델 소개,day2 (8/30),"대용량, 머신러닝, ML, 그래프, 커머스, 유스케이스","카탈로그란 사용자가 쉽게 상품의 최저가를 확인할 수 있도록 서로 다른 쇼핑몰의 같은 상품을 모아 제공하는 '가격비교' 서비스입니다. 기존의 카탈로그가 수동으로 동일 상품을 묶어 생성했다면, 최근 이 과정을 머신러닝 모델 기반의 자동 프로세스로 대체함으로써 효율적인 카탈로그 생성이 가능해졌습니다. 이번 발표에서는 다음 쇼핑하우 카탈로그 생성에 적용된 머신러닝 모델을 소개하고 그 효과에 대해 공유합니다.","김현지(anes.kim) <카카오>, 박치완(bell.park) <카카오>",https://mk.kakaocdn.net/dn/if-kakao/conf2019/%EB%B0%9C%ED%91%9C%EC%9E%90%EB%A3%8C_2019/T08-S04.pdf,https://mk.kakaocdn.net/dn/if-kakao/conf2019/conf_video_2019/2_103_04_m1.mp4
Korean의 Korean 체험기,day2 (8/30),"AI, NLP, Bert, BPE","한국어 자연어 처리를 위한 전처리와 모델링, 그리고 이를 활용한 웹 데이터의 감정분석 태스크를 진행했습니다.
한국어는 형태소 분석이 어렵고, 캐릭터의 개수가 많습니다.
또한 웹 데이터에서 발생하는 오탈자 및 인터넷 용어 사용으로 자연어 처리에 어려움이 있습니다.
이를 구조적 어려움과 활용적 어려움으로 구분하고, 두 가지 문제를 해결하기 위한 제 접근법을 공유합니다.
두 가지 문제는 각각 한국어에 맞게 수정한 전처리 방법과, 이를 BERT 모델로 해결하였습니다.
제안한 방법은 영화 리뷰 감정분석 태스크에서 성능을 측정하였고, 한국어를 지원하는 Google과 ETRI의 BERT 모델과 비교하였습니다.
추가로, 실험하면서 겪은 몇 가지 문제점들과 해결 방법을 발표합니다.",박용규(keith.gotkeys) <카카오페이>,https://mk.kakaocdn.net/dn/if-kakao/conf2019/%EB%B0%9C%ED%91%9C%EC%9E%90%EB%A3%8C_2019/T09-S04-Keith.pdf,https://mk.kakaocdn.net/dn/if-kakao/conf2019/conf_video_2019/2_104_04_m1.mp4
비주얼컴퓨팅을 활용한 카카오맵,day2 (8/30),"카카오맵, 비주얼컴퓨팅, 컴퓨터비전, 딥러닝, DL","카카오맵은 현실세계에 대한 정보를 빠르고 정확하게 전달하기 위한 기술을 개발하며, 방대한 규모의 데이터와 다양한 도메인 정보를 응용하는 연구들을 진행합니다.
실제 공간을 맵데이터 안에 정확히 투영하기 위해서는 영상이 표현하는 다양한 정보를 분석하고 그 안에서 새로운 가치를 만들어 가는 비주얼컴퓨팅 기술이 필요로 됩니다.
본 발표에서는 '360도 파노라마 로드뷰'와 '실제 모습을 정확하게 반영한 3D스카이뷰'등에 비주얼컴퓨팅기술을 접목하여, 정보를 획득, 분석, 활용하는 일련의 과정에 대하여 설명하고자 합니다.",박영욱(thomas.young) <카카오>,https://mk.kakaocdn.net/dn/if-kakao/conf2019/%EB%B0%9C%ED%91%9C%EC%9E%90%EB%A3%8C_2019/T10-S04.pdf,https://mk.kakaocdn.net/dn/if-kakao/conf2019/conf_video_2019/2_105_04_m1.mp4
카카오의 오픈소스 관리 시스템 : Olive 로 오픈소스를 요리하다,day2 (8/30),"오픈소스, Open, OSS, License, Dependency, Olive","오픈소스 사용 비중이 높아지면서, 오픈소스 관리의 중요성도 높아지고 있습니다.
카카오는 수많은 프로젝트에서 사용하는 오픈소스를 어떻게 관리하고 있을까요?
카카오는 프로젝트를 진행하면서 Github을 어떻게 사용하고 있을까요?
이 세션에서는 카카오의 오픈소스 관리 시스템 'Olive'의 기능과 개발과정을 소개하고, 기술상생을 위한 로드맵을 공유합니다.","황민호(robin.hwang) <카카오>, 황은경(violet.blue) <카카오>",https://mk.kakaocdn.net/dn/if-kakao/conf2019/%EB%B0%9C%ED%91%9C%EC%9E%90%EB%A3%8C_2019/T06-S05.pdf,https://mk.kakaocdn.net/dn/if-kakao/conf2019/conf_video_2019/2_101_05_m1.mp4
모던 C++ 윈도우 데스크탑 클라이언트 개발,day2 (8/30),"윈도우즈, 카카오톡, 클라이언트, C++","2009년의 윈도우 개발환경과 2019년의 개발환경 사이에는 툴, 언어, 플랫폼 등 많은 것들이 변해왔습니다. 하지만 다른 플랫폼이나 기술 소식에 밀려 그 동안 발전되고 달라진 부분들이 드러날 기회가 없었습니다. 특히 모던 C++ 등장은 윈도우 개발 방식에도 큰 영향을 주었는데, 새로운 문법들이 어떤 과거 방식들을 대체했는지, 어떠한 새로운 프레임워크를 만들고 가능하게 했는지, 어떤 점들이 변해왔는지를 살펴봅니다. 그리고 새로운 툴을 활용하여 지루했고 복잡했던(혹은 불가능했던) 과거의 방법들을 단순화/자동화 하는지도 소개합니다. ",김희준(heath.hekim) <카카오>,https://mk.kakaocdn.net/dn/if-kakao/conf2019/%EB%B0%9C%ED%91%9C%EC%9E%90%EB%A3%8C_2019/T07-S05-Heath.pdf,https://mk.kakaocdn.net/dn/if-kakao/conf2019/conf_video_2019/2_102_05_m1.mp4
데이터 관점에서 본 광고랭킹의 실제적인 문제들,day2 (8/30),"AD, 랭킹, 추천, 머신러닝, ML, 빅데이터","광고는 카카오의 기본 비즈니스 모델 중 하나다. 초당 수천, 수만의 광고 요청을 빠르게 대응해서 사용자와 접속 환경에 가장 적합한 광고를 선택하는 것은 매우 도전적인 과제다. 이를 위해 빠르고 정확한 랭킹 모델이 필요하다. 광고주가 입력한 입찰액 (BA)과 광고의 예측 반응률 (pCTR)의 곱으로 계산되는 eCPM이 광고 랭킹의 기본이지만, 광고요청에서 노출에 이르는 광고 선택 전과정을 뜯어보면 eCPM 계산보다 더 다양하고 복잡한 이슈들이 있다. 본 발표는 광고 선택의 전과정을 조망하고 각 단계별로 해결해야하는 다양한 데이터 문제들을 다룬다. 사용자들의 다양한 피드백 대응, 반응률 예측에 필요한 사용자와 광고의 피쳐 임베딩, 지연 전환 예측, 탐험과 이용 문제, 평가와 실험 방법 등을 포함한다. 카카오에서 이미 해결한 문제 뿐만 아니라, 현재 고민 중인 해결해야할 문제도 함께 소개한다. 이론적인 접근이 아닌, 실제 광고랭킹과 추천서비스를 만들면서 마주한 실제적 문제들과 경험을 튜토리얼 형식으로 소개한다.",정부환(ben.hur) <카카오>,https://mk.kakaocdn.net/dn/if-kakao/conf2019/%EB%B0%9C%ED%91%9C%EC%9E%90%EB%A3%8C_2019/T08-S05-Distribution.pdf,https://mk.kakaocdn.net/dn/if-kakao/conf2019/conf_video_2019/2_103_05_m1.mp4
2019년 카카오 번역 서비스 개편,day2 (8/30),"AI, 번역","카카오에서 번역서비스를 시작한지 1년 반 정도 지났는데 그동안 소소한 개선은 있었지만 큰 변화는 없었습니다. 이번 개편은 카카오에서 그동안 축적된 기계 번역 관련 기술력을 한데 모아서 발산하는 과정이라고 볼 수 있습니다. 이 세션에서는 2019년 카카오 번역 서비스 개편 관련된 주요 특징 4가지를 공유해 보려고 합니다.

- 번역 언어 추가(19개국 언어 지원)
- 번역 성능 개선
- 문체 변환 기능
- 번역어간 매칭 하이라이팅",배재경(storm.bae) <카카오>,https://mk.kakaocdn.net/dn/if-kakao/conf2019/%EB%B0%9C%ED%91%9C%EC%9E%90%EB%A3%8C_2019/T09-S05-Storm.pdf,https://mk.kakaocdn.net/dn/if-kakao/conf2019/conf_video_2019/2_104_05_m1.mp4
카카오 대리 시공간 데이터를 이용한 강화학습 및 최적화,day2 (8/30),"머신러닝, ML",카카오 대리,조창민(anderson.jo) <카카오모빌리티>,https://mk.kakaocdn.net/dn/if-kakao/conf2019/%EB%B0%9C%ED%91%9C%EC%9E%90%EB%A3%8C_2019/T10_S05.pdf,https://mk.kakaocdn.net/dn/if-kakao/conf2019/conf_video_2019/2_105_05_m1.mp4
